sequence_size;sequence;total;total_time_span;avg_time_span;i_support;f_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
4;assignment_try>assignment_sub>assignment_sub>assignment_sub;185;690230;587925.9243243244;185;1;185;185;1.29 (+- 0.52);1.5;1.5;2
4;assignment_try>assignment_sub>assignment_vis>assignment_sub;231;690230;527646.1645021645;404;2;231;231;1.24 (+- 0.52);1.5;1.5;2
4;assignment_try>assignment_sub>assignment_vis>resource_vis;173;690230;539080.5086705203;346;2;173;173;1.23 (+- 0.53);1.5;1.5;2
4;assignment_try>assignment_sub>resource_vis>assignment_sub;220;690230;535979.0272727272;393;2;220;220;1.26 (+- 0.54);1.5;1.5;2
4;assignment_try>assignment_try>assignment_sub>assignment_sub;168;690163;567048.8928571428;168;1;168;168;1.29 (+- 0.51);1.5;1.5;2
4;assignment_try>resource_vis>assignment_sub>assignment_sub;303;690540;499764.11221122113;303;1;303;303;1.24 (+- 0.53);1.5;1.5;2
4;assignment_try>resource_vis>assignment_vis>assignment_sub;173;690407;507123.68786127167;173;1;173;173;1.21 (+- 0.52);1.5;1.5;2
4;assignment_try>resource_vis>resource_vis>assignment_sub;177;690407;517838.74011299433;177;1;177;177;1.25 (+- 0.54);1.5;1.5;2
4;assignment_try>assignment_vis>forum_vis>assignment_sub;183;690424;519604.7978142077;183;1;183;183;1.27 (+- 0.53);1.5;1.5;2
4;assignment_try>assignment_vis>assignment_sub>assignment_sub;189;690422;540947.7724867725;189;1;189;189;1.26 (+- 0.48);1.5;1.5;2
4;assignment_try>assignment_vis>resource_vis>assignment_sub;304;690451;499871.56907894736;477;2;304;304;1.20 (+- 0.55);1.5;1.5;2
4;resource_vis>assignment_sub>assignment_sub>assignment_sub;234;690249;582093.2393162394;234;1;234;234;1.29 (+- 0.51);1.5;1.5;2
4;resource_vis>assignment_sub>forum_vis>assignment_sub;185;690203;529213.2864864864;185;1;185;185;1.29 (+- 0.51);1.5;1.5;2
4;resource_vis>assignment_sub>assignment_vis>resource_vis;269;690230;545488.7918215613;882;4;269;269;1.21 (+- 0.51);1.5;1.5;2
4;resource_vis>assignment_sub>assignment_vis>assignment_sub;321;690230;537280.5638629283;976;4;321;321;1.21 (+- 0.52);1.5;1.5;2
4;resource_vis>assignment_sub>resource_vis>assignment_sub;324;690249;540737.5925925926;967;4;324;324;1.23 (+- 0.53);1.5;1.5;2
4;resource_vis>assignment_sub>assignment_try>assignment_sub;292;690470;505946.2773972603;501;2;292;292;1.31 (+- 0.52);1.5;1.5;2
4;resource_vis>forum_vis>assignment_vis>assignment_sub;167;690358;506159.41916167666;167;1;167;167;1.24 (+- 0.53);1.5;1.5;2
4;resource_vis>forum_vis>resource_vis>assignment_sub;185;690540;501137.27567567566;185;1;185;185;1.25 (+- 0.54);1.5;1.5;2
4;resource_vis>forum_vis>assignment_sub>assignment_sub;195;690540;518381.3384615385;195;1;195;195;1.32 (+- 0.53);1.5;1.5;2
4;resource_vis>forum_vis>forum_vis>assignment_sub;210;690358;479053.68095238094;210;1;210;210;1.25 (+- 0.56);1.5;1.5;2
4;resource_vis>assignment_vis>resource_vis>assignment_sub;372;690451;501295.5967741936;1269;5;372;372;1.20 (+- 0.52);1.5;1.5;2
4;resource_vis>assignment_vis>assignment_sub>assignment_sub;246;690358;533703.0243902439;443;2;246;246;1.24 (+- 0.52);1.5;1.5;2
4;resource_vis>assignment_vis>forum_vis>assignment_sub;230;690424;508126.44782608695;408;2;230;230;1.26 (+- 0.53);1.5;1.5;2
4;resource_vis>assignment_vis>assignment_vis>assignment_sub;178;690137;541445.2078651686;178;1;178;178;1.21 (+- 0.57);1.5;1.5;2
4;resource_vis>assignment_vis>assignment_try>assignment_sub;170;690221;534240.0588235294;170;1;170;170;1.24 (+- 0.54);1.5;1.5;2
4;resource_vis>resource_vis>assignment_sub>assignment_sub;246;690540;530785.0487804879;606;3;246;246;1.23 (+- 0.52);1.0;1.0;2
4;resource_vis>assignment_try>assignment_sub>assignment_sub;235;690319;517908.9489361702;405;2;235;235;1.28 (+- 0.54);1.5;1.5;2
4;resource_vis>assignment_try>resource_vis>assignment_sub;221;690319;512392.04977375566;386;2;221;221;1.24 (+- 0.57);1.5;1.5;2
4;assignment_vis>resource_vis>forum_vis>assignment_sub;273;690540;487981.68498168496;451;2;273;273;1.25 (+- 0.54);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_vis>resource_vis;259;690230;496883.79922779923;862;4;259;259;1.20 (+- 0.53);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_vis>assignment_sub;322;690230;493339.2888198758;1145;5;322;322;1.21 (+- 0.54);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_vis>forum_vis;178;690203;512918.94943820225;356;2;178;178;1.25 (+- 0.55);1.5;1.5;2
4;assignment_vis>resource_vis>resource_vis>assignment_sub;321;690319;490958.7788161994;1282;6;321;321;1.21 (+- 0.55);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_sub>assignment_sub;528;690540;474426.1590909091;2077;9;528;528;1.27 (+- 0.52);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_sub>assignment_vis;214;690230;535296.9813084112;772;4;214;214;1.22 (+- 0.52);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_sub>resource_vis;202;690237;540276.896039604;748;4;202;202;1.23 (+- 0.52);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_sub>assignment_try;209;690458;499498.0861244019;418;2;209;209;1.31 (+- 0.50);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_try>assignment_sub;348;690540;465516.7068965517;892;4;348;348;1.25 (+- 0.56);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_try>resource_vis;165;690319;516195.62424242427;330;2;165;165;1.22 (+- 0.56);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_vis>resource_vis;166;690319;500294.1445783133;332;2;166;166;1.20 (+- 0.55);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_vis>assignment_sub;262;690319;495251.01145038166;804;4;262;262;1.22 (+- 0.53);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_vis>forum_vis;214;690319;506550.8878504673;428;2;214;214;1.25 (+- 0.52);1.5;1.5;2
4;assignment_vis>forum_vis>resource_vis>assignment_sub;273;690540;481721.68131868134;439;2;273;273;1.22 (+- 0.57);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_sub>assignment_sub;302;690554;515656.6655629139;470;2;302;302;1.31 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>forum_vis>assignment_vis;162;690137;512330.4135802469;324;2;162;162;1.26 (+- 0.52);1.5;1.5;2
4;assignment_vis>forum_vis>forum_vis>forum_vis;218;690358;502295.4128440367;436;2;218;218;1.28 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>forum_vis>assignment_sub;318;690554;479771.2924528302;1824;9;318;318;1.26 (+- 0.53);1.5;1.5;2
4;assignment_vis>forum_vis>forum_vis>forum_participation;164;690208;509140.993902439;328;2;164;164;1.29 (+- 0.50);1.5;1.5;2
4;assignment_vis>forum_vis>forum_participation>forum_vis;196;690208;482336.7091836735;392;2;196;196;1.28 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>forum_participation>assignment_sub;220;690208;487309.3409090909;580;3;220;220;1.28 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_try>assignment_sub;231;690554;499096.51948051946;231;1;231;231;1.29 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_vis>resource_vis>assignment_sub;322;690319;492867.67391304346;1119;5;322;322;1.20 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_sub>assignment_sub;218;690319;531025.8119266055;218;1;218;218;1.25 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_vis>forum_vis>assignment_sub;282;690319;507280.89361702127;839;4;282;282;1.26 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_vis>assignment_sub;168;690137;533887.6785714285;168;1;168;168;1.22 (+- 0.57);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_try>assignment_sub;180;690319;526933.4666666667;180;1;180;180;1.23 (+- 0.53);1.5;1.5;2
4;assignment_vis>assignment_sub>forum_vis>assignment_sub;191;690203;513363.78010471206;356;2;191;191;1.33 (+- 0.50);1.5;1.5;2
4;assignment_vis>assignment_sub>assignment_vis>forum_vis;165;690203;520048.28484848485;330;2;165;165;1.31 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_sub>assignment_vis>resource_vis;200;690230;535454.355;744;4;200;200;1.23 (+- 0.50);1.5;1.5;2
4;assignment_vis>assignment_sub>assignment_vis>assignment_sub;274;690230;521692.8868613139;1025;5;274;274;1.25 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_sub>resource_vis>assignment_sub;238;690237;529424.8697478991;812;4;238;238;1.25 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_sub>assignment_try>assignment_sub;256;690458;493205.0625;465;2;256;256;1.32 (+- 0.50);1.5;1.5;2
4;assignment_vis>forum_participation>forum_vis>assignment_sub;196;690208;482336.7091836735;392;2;196;196;1.28 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_sub>assignment_sub;221;690554;525642.628959276;391;2;221;221;1.30 (+- 0.50);1.5;1.5;2
4;assignment_vis>assignment_try>resource_vis>assignment_sub;200;690319;506133.685;365;2;200;200;1.24 (+- 0.54);1.5;1.5;2
4;forum_vis>assignment_vis>resource_vis>assignment_sub;223;690540;502048.7802690583;389;2;223;223;1.26 (+- 0.55);1.5;1.5;2
4;forum_vis>assignment_vis>assignment_sub>assignment_sub;180;690540;546683.05;180;1;180;180;1.29 (+- 0.52);1.5;1.5;2
4;forum_vis>assignment_vis>forum_vis>forum_vis;182;690358;525079.021978022;364;2;182;182;1.29 (+- 0.52);1.5;1.5;2
4;forum_vis>assignment_vis>forum_vis>assignment_sub;286;690540;501562.46153846156;1029;5;286;286;1.27 (+- 0.52);1.5;1.5;2
4;forum_vis>resource_vis>assignment_sub>assignment_sub;190;690540;539577.1263157895;190;1;190;190;1.27 (+- 0.54);1.5;1.5;2
4;forum_vis>resource_vis>forum_vis>assignment_sub;192;690540;491652.734375;192;1;192;192;1.28 (+- 0.56);1.5;1.5;2
4;forum_vis>assignment_sub>forum_vis>assignment_sub;198;690203;525915.7676767677;366;2;198;198;1.32 (+- 0.51);1.5;1.5;2
4;forum_vis>assignment_sub>assignment_vis>forum_vis;168;690203;531691.7023809524;336;2;168;168;1.30 (+- 0.52);1.5;1.5;2
4;forum_vis>assignment_sub>assignment_vis>assignment_sub;192;690203;529112.171875;360;2;192;192;1.29 (+- 0.52);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>forum_vis;179;690358;514129.66480446927;358;2;179;179;1.27 (+- 0.54);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>assignment_sub;211;690358;510801.1279620853;552;3;211;211;1.26 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>assignment_sub;196;690540;503165.5255102041;196;1;196;196;1.30 (+- 0.54);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>assignment_sub;273;690358;485370.4652014652;2136;11;273;273;1.27 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>forum_vis;207;690208;509088.6666666667;1080;6;207;207;1.28 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>forum_participation;179;690208;498334.4022346369;692;4;179;179;1.27 (+- 0.54);1.5;1.5;2
4;forum_vis>forum_vis>assignment_sub>assignment_sub;224;690554;523748.8348214286;392;2;224;224;1.35 (+- 0.49);1.5;1.5;2
4;forum_vis>forum_vis>forum_participation>forum_vis;201;690208;491515.01492537314;1404;8;201;201;1.29 (+- 0.52);1.5;1.5;2
4;forum_vis>forum_vis>forum_participation>assignment_sub;213;690208;486631.1455399061;1436;8;213;213;1.29 (+- 0.52);1.5;1.5;2
4;forum_vis>forum_vis>assignment_try>assignment_sub;172;690209;509887.8023255814;172;1;172;172;1.34 (+- 0.52);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>assignment_sub;248;690208;463276.4435483871;2023;11;248;248;1.28 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>forum_vis;196;690208;488308.637755102;1060;6;196;196;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>forum_participation;178;690208;488184.7471910112;692;4;178;178;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_participation>forum_participation>forum_vis;168;690208;489534.25595238095;672;4;168;168;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_participation>forum_participation>assignment_sub;178;690208;488184.7471910112;692;4;178;178;1.29 (+- 0.53);1.5;1.5;2
4;forum_participation>forum_vis>forum_vis>assignment_sub;197;690208;488905.20304568525;895;5;197;197;1.28 (+- 0.53);1.5;1.5;2
4;forum_participation>forum_vis>forum_participation>forum_vis;168;690208;489534.25595238095;672;4;168;168;1.29 (+- 0.53);1.5;1.5;2
4;forum_participation>forum_vis>forum_participation>assignment_sub;178;690208;488184.7471910112;692;4;178;178;1.29 (+- 0.53);1.5;1.5;2
4;forum_participation>forum_participation>forum_vis>assignment_sub;168;690208;489534.25595238095;672;4;168;168;1.29 (+- 0.53);1.5;1.5;2
5;assignment_sub>forum_vis>forum_participation>forum_vis>assignment_sub;167;689145;516395.55688622757;167;1;167;167;1.29 (+- 0.51);1.5;1.5;2
5;assignment_sub>assignment_vis>forum_vis>forum_vis>assignment_sub;202;690137;542143.6089108911;202;1;202;202;1.29 (+- 0.50);1.5;1.5;2
5;assignment_sub>assignment_vis>resource_vis>assignment_sub>assignment_sub;222;690237;583717.2207207207;222;1;222;222;1.26 (+- 0.50);1.5;1.5;2
5;assignment_try>assignment_sub>assignment_vis>resource_vis>assignment_sub;173;690230;539080.5086705203;173;1;173;173;1.23 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_sub>assignment_vis>resource_vis>assignment_sub;269;690230;545488.7918215613;441;2;269;269;1.21 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>assignment_sub>assignment_sub;197;690221;544902.8578680203;197;1;197;197;1.21 (+- 0.52);1.0;1.5;2
5;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;259;690230;496883.79922779923;431;2;259;259;1.20 (+- 0.53);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_vis>forum_vis>assignment_sub;178;690203;512918.94943820225;178;1;178;178;1.25 (+- 0.55);1.5;1.5;2
5;assignment_vis>resource_vis>resource_vis>assignment_sub>assignment_sub;163;690319;530546.8527607362;163;1;163;163;1.24 (+- 0.53);1.0;1.0;2
5;assignment_vis>resource_vis>assignment_sub>assignment_vis>resource_vis;172;690230;543269.8372093023;344;2;172;172;1.21 (+- 0.51);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_sub>assignment_vis>assignment_sub;214;690230;535296.9813084112;386;2;214;214;1.22 (+- 0.52);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_sub>resource_vis>assignment_sub;202;690237;540276.896039604;374;2;202;202;1.23 (+- 0.52);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_sub>assignment_try>assignment_sub;209;690458;499498.0861244019;209;1;209;209;1.31 (+- 0.50);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_try>assignment_sub>assignment_sub;170;690319;523738.6705882353;170;1;170;170;1.28 (+- 0.52);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_try>resource_vis>assignment_sub;165;690319;516195.62424242427;165;1;165;165;1.22 (+- 0.56);1.5;1.5;2
5;assignment_vis>forum_vis>assignment_vis>resource_vis>assignment_sub;166;690319;500294.1445783133;166;1;166;166;1.20 (+- 0.55);1.5;1.5;2
5;assignment_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;214;690319;506550.8878504673;214;1;214;214;1.25 (+- 0.52);1.5;1.5;2
5;assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;162;690137;512330.4135802469;162;1;162;162;1.26 (+- 0.52);1.5;1.5;2
5;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_sub;218;690358;502295.4128440367;218;1;218;218;1.28 (+- 0.51);1.5;1.5;2
5;assignment_vis>forum_vis>forum_vis>assignment_sub>assignment_sub;168;690554;528265.0892857143;168;1;168;168;1.34 (+- 0.49);1.5;1.5;2
5;assignment_vis>forum_vis>forum_vis>forum_participation>assignment_sub;164;690208;509140.993902439;164;1;164;164;1.29 (+- 0.50);1.5;1.5;2
5;assignment_vis>forum_vis>forum_participation>forum_vis>assignment_sub;196;690208;482336.7091836735;196;1;196;196;1.28 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>forum_vis>assignment_sub;165;690203;520048.28484848485;165;1;165;165;1.31 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>resource_vis>assignment_sub;200;690230;535454.355;372;2;200;200;1.23 (+- 0.50);1.5;1.5;2
5;forum_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;182;690358;525079.021978022;182;1;182;182;1.29 (+- 0.52);1.5;1.5;2
5;forum_vis>assignment_sub>assignment_vis>forum_vis>assignment_sub;168;690203;531691.7023809524;168;1;168;168;1.30 (+- 0.52);1.5;1.5;2
5;forum_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;179;690358;514129.66480446927;179;1;179;179;1.27 (+- 0.54);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;207;690208;509088.6666666667;540;3;207;207;1.28 (+- 0.53);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_participation>forum_vis;167;690208;500413.38323353295;334;2;167;167;1.29 (+- 0.53);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;179;690208;498334.4022346369;346;2;179;179;1.27 (+- 0.54);1.5;1.5;2
5;forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;201;690208;491515.01492537314;702;4;201;201;1.29 (+- 0.52);1.5;1.5;2
5;forum_vis>forum_vis>forum_participation>forum_vis>forum_vis;166;690208;503988.3313253012;332;2;166;166;1.30 (+- 0.53);1.5;1.5;2
5;forum_vis>forum_participation>forum_vis>forum_vis>assignment_sub;196;690208;488308.637755102;530;3;196;196;1.29 (+- 0.53);1.5;1.5;2
5;forum_vis>forum_participation>forum_vis>forum_participation>forum_vis;168;690208;489534.25595238095;336;2;168;168;1.29 (+- 0.53);1.5;1.5;2
5;forum_vis>forum_participation>forum_vis>forum_participation>assignment_sub;178;690208;488184.7471910112;346;2;178;178;1.29 (+- 0.53);1.5;1.5;2
5;forum_vis>forum_participation>forum_participation>forum_vis>assignment_sub;168;690208;489534.25595238095;336;2;168;168;1.29 (+- 0.53);1.5;1.5;2
5;forum_participation>forum_vis>forum_participation>forum_vis>assignment_sub;168;690208;489534.25595238095;336;2;168;168;1.29 (+- 0.53);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_sub>assignment_vis>resource_vis>assignment_sub;172;690230;543269.8372093023;172;1;172;172;1.21 (+- 0.51);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;167;690208;500413.38323353295;167;1;167;167;1.29 (+- 0.53);1.5;1.5;2
6;forum_vis>forum_vis>forum_participation>forum_vis>forum_vis>assignment_sub;166;690208;503988.3313253012;166;1;166;166;1.30 (+- 0.53);1.5;1.5;2
6;forum_vis>forum_participation>forum_vis>forum_participation>forum_vis>assignment_sub;168;690208;489534.25595238095;168;1;168;168;1.29 (+- 0.53);1.5;1.5;2
